model,cohort,criterion,feature,rbo
mistral_open,open,Cross-Platform Synchronization,Search for offer on item,0.4836544495354036
mistral_open,open,Customer Support,Broadcast messages to multiple contacts,0.7613848262418582
mistral_open,open,Customer Support,Watch streams,0.8479421963195248
mistral_open,open,Customer Support,Go Live,0.11013217178929913
mistral_open,open,Customer Support,Play playlist on shuffle mode,0.8767481876097801
mistral_open,open,Customer Support,Access to podcasts,0.8148639196142409
mistral_open,open,Customer Support,Build photo collage,0.3151006126735263
mistral_open,open,Customer Support,Photo effects,0.41446364367739275
mistral_open,open,Customer Support,Rate movies,0.8015257435678124
mistral_open,open,Customer Support,Keeping up with friends,0.8236672942456793
mistral_open,open,Customer Support,Play games,0.5015248561540594
mistral_open,open,Customer Support,Collaborate with others,0.6163659983603378
mistral_open,open,Customer Support,Write notes,0.8214927309543624
mistral_open,open,Customer Support,Search for offer on item,0.6668152701335728
mistral_open,open,Customization Options,Broadcast messages to multiple contacts,0.7718073769664289
mistral_open,open,Customization Options,Watch streams,0.3335127874953189
mistral_open,open,Customization Options,Go Live,0.36170293521099506
mistral_open,open,Customization Options,Play playlist on shuffle mode,0.7954794236066418
mistral_open,open,Customization Options,Access to podcasts,0.6467878178091061
mistral_open,open,Customization Options,Build photo collage,0.379299873832091
mistral_open,open,Customization Options,Photo effects,0.3646531421360275
mistral_open,open,Customization Options,Rate movies,0.728154793277055
mistral_open,open,Customization Options,Keeping up with friends,0.8202319234353492
mistral_open,open,Customization Options,Play games,0.4800286134888564
mistral_open,open,Customization Options,Collaborate with others,0.6495883971351782
mistral_open,open,Customization Options,Write notes,0.7854685357760484
mistral_open,open,Customization Options,Search for offer on item,0.7868914128652399
mistral_open,open,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.745187931839815
mistral_open,open,Feature Breadth and Richness,Watch streams,0.8885950065530122
mistral_open,open,Feature Breadth and Richness,Go Live,0.08431386687950619
mistral_open,open,Feature Breadth and Richness,Play playlist on shuffle mode,0.8680187466007272
mistral_open,open,Feature Breadth and Richness,Access to podcasts,0.8092206997000588
mistral_open,open,Feature Breadth and Richness,Build photo collage,0.4014975416691137
mistral_open,open,Feature Breadth and Richness,Photo effects,0.5558131397346807
mistral_open,open,Feature Breadth and Richness,Rate movies,0.8319257315626926
mistral_open,open,Feature Breadth and Richness,Keeping up with friends,0.9002808974944433
mistral_open,open,Feature Breadth and Richness,Play games,0.5081666639561344
mistral_open,open,Feature Breadth and Richness,Collaborate with others,0.6337258870165634
mistral_open,open,Feature Breadth and Richness,Write notes,0.801336889237879
mistral_open,open,Feature Breadth and Richness,Search for offer on item,0.8028367914481606
mistral_open,open,Integration with Other Services,Broadcast messages to multiple contacts,0.725214310844015
mistral_open,open,Integration with Other Services,Watch streams,0.8490804152575264
mistral_open,open,Integration with Other Services,Go Live,0.2366983145859208
mistral_open,open,Integration with Other Services,Play playlist on shuffle mode,0.8581341437588812
mistral_open,open,Integration with Other Services,Access to podcasts,0.8260245357739138
mistral_open,open,Integration with Other Services,Build photo collage,0.3486725822789169
mistral_open,open,Integration with Other Services,Photo effects,0.6136014652781087
mistral_open,open,Integration with Other Services,Rate movies,0.8396086910553826
mistral_open,open,Integration with Other Services,Keeping up with friends,0.8311592129139523
mistral_open,open,Integration with Other Services,Play games,0.43287592082000254
mistral_open,open,Integration with Other Services,Collaborate with others,0.6329907849926945
mistral_open,open,Integration with Other Services,Write notes,0.797499582635698
mistral_open,open,Integration with Other Services,Search for offer on item,0.4775375745070928
mistral_open,open,Performance and Stability,Broadcast messages to multiple contacts,0.692257384630425
mistral_open,open,Performance and Stability,Watch streams,0.8901047098588727
mistral_open,open,Performance and Stability,Go Live,0.1913673423250477
mistral_open,open,Performance and Stability,Play playlist on shuffle mode,0.8891890618175967
mistral_open,open,Performance and Stability,Access to podcasts,0.8356403736303107
mistral_open,open,Performance and Stability,Build photo collage,0.2868610733006225
mistral_open,open,Performance and Stability,Photo effects,0.4535096936883273
mistral_open,open,Performance and Stability,Rate movies,0.8030603520609874
mistral_open,open,Performance and Stability,Keeping up with friends,0.9117340913671625
mistral_open,open,Performance and Stability,Play games,0.6293393888900453
mistral_open,open,Performance and Stability,Collaborate with others,0.6522096028373477
mistral_open,open,Performance and Stability,Write notes,0.8208293891469596
mistral_open,open,Performance and Stability,Search for offer on item,0.8535183150762785
mistral_open,open,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.8393359464583849
mistral_open,open,Platform and Device Compatibility,Watch streams,0.8994547783266219
mistral_open,open,Platform and Device Compatibility,Go Live,0.18442823514253542
mistral_open,open,Platform and Device Compatibility,Play playlist on shuffle mode,0.8692277900229399
mistral_open,open,Platform and Device Compatibility,Access to podcasts,0.8339371732021188
mistral_open,open,Platform and Device Compatibility,Build photo collage,0.38109729171122614
mistral_open,open,Platform and Device Compatibility,Photo effects,0.39348086250761766
mistral_open,open,Platform and Device Compatibility,Rate movies,0.8160856331047845
mistral_open,open,Platform and Device Compatibility,Keeping up with friends,0.9016949708843063
mistral_open,open,Platform and Device Compatibility,Play games,0.8215064844106127
mistral_open,open,Platform and Device Compatibility,Collaborate with others,0.6702348768606664
mistral_open,open,Platform and Device Compatibility,Write notes,0.8230963163519506
mistral_open,open,Platform and Device Compatibility,Search for offer on item,0.7397581566483787
mistral_open,open,Popularity and Market Reach,Broadcast messages to multiple contacts,0.781594988110019
mistral_open,open,Popularity and Market Reach,Watch streams,0.8870445226415326
mistral_open,open,Popularity and Market Reach,Go Live,0.30603287195169454
mistral_open,open,Popularity and Market Reach,Play playlist on shuffle mode,0.8413694908600259
mistral_open,open,Popularity and Market Reach,Access to podcasts,0.8240768249276167
mistral_open,open,Popularity and Market Reach,Build photo collage,0.2855672466487401
mistral_open,open,Popularity and Market Reach,Photo effects,0.6042214359117623
mistral_open,open,Popularity and Market Reach,Rate movies,0.8559677064957341
mistral_open,open,Popularity and Market Reach,Keeping up with friends,0.9384303990407211
mistral_open,open,Popularity and Market Reach,Play games,0.3764646978243862
mistral_open,open,Popularity and Market Reach,Collaborate with others,0.6537753388239697
mistral_open,open,Popularity and Market Reach,Write notes,0.8336920208633263
mistral_open,open,Popularity and Market Reach,Search for offer on item,0.7672409759914534
mistral_open,open,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.7971434939651392
mistral_open,open,Regional and Geographical Availability,Go Live,0.18120633587516197
mistral_open,open,Regional and Geographical Availability,Play playlist on shuffle mode,0.8364150252138077
mistral_open,open,Regional and Geographical Availability,Access to podcasts,0.8254057139785231
mistral_open,open,Regional and Geographical Availability,Build photo collage,0.354036113808077
mistral_open,open,Regional and Geographical Availability,Photo effects,0.5880409357103737
mistral_open,open,Regional and Geographical Availability,Rate movies,0.8078876470361761
mistral_open,open,Regional and Geographical Availability,Keeping up with friends,0.7842115737945895
mistral_open,open,Regional and Geographical Availability,Play games,0.23525477303487463
mistral_open,open,Regional and Geographical Availability,Collaborate with others,0.5883503650570793
mistral_open,open,Regional and Geographical Availability,Write notes,0.7844789697599164
mistral_open,open,Regional and Geographical Availability,Search for offer on item,0.570814429689308
mistral_open,open,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.7476094885034782
mistral_open,open,Regular Updates and Maintenance,Watch streams,0.8630783187621498
mistral_open,open,Regular Updates and Maintenance,Go Live,0.13089892454939497
mistral_open,open,Regular Updates and Maintenance,Play playlist on shuffle mode,0.8809277834634097
mistral_open,open,Regular Updates and Maintenance,Access to podcasts,0.7591897357786517
mistral_open,open,Regular Updates and Maintenance,Build photo collage,0.3713164724696691
mistral_open,open,Regular Updates and Maintenance,Photo effects,0.5894573099582272
mistral_open,open,Regular Updates and Maintenance,Rate movies,0.7780593448008408
mistral_open,open,Regular Updates and Maintenance,Keeping up with friends,0.8299279257790404
mistral_open,open,Regular Updates and Maintenance,Play games,0.4947905147676661
mistral_open,open,Regular Updates and Maintenance,Collaborate with others,0.6605799997460043
mistral_open,open,Regular Updates and Maintenance,Write notes,0.8371607418507084
mistral_open,open,Regular Updates and Maintenance,Search for offer on item,0.7306443653708499
mistral_open,open,Security and Privacy,Broadcast messages to multiple contacts,0.31171438255483036
mistral_open,open,Security and Privacy,Watch streams,0.7984577454019558
mistral_open,open,Security and Privacy,Go Live,0.0
mistral_open,open,Security and Privacy,Play playlist on shuffle mode,0.8015915962708963
mistral_open,open,Security and Privacy,Access to podcasts,0.6454700862127223
mistral_open,open,Security and Privacy,Build photo collage,0.3540888448281212
mistral_open,open,Security and Privacy,Photo effects,0.3990337759721402
mistral_open,open,Security and Privacy,Rate movies,0.78331632626934
mistral_open,open,Security and Privacy,Keeping up with friends,0.12081201568677129
mistral_open,open,Security and Privacy,Play games,0.4211461536288169
mistral_open,open,Security and Privacy,Collaborate with others,0.6438269822754576
mistral_open,open,Security and Privacy,Write notes,0.7771195796419809
mistral_open,open,Security and Privacy,Search for offer on item,0.43636764896624813
mistral_open,open,User Engagement,Broadcast messages to multiple contacts,0.7922849416693739
mistral_open,open,User Engagement,Watch streams,0.8615377607445369
mistral_open,open,User Engagement,Go Live,0.28401001845468504
mistral_open,open,User Engagement,Play playlist on shuffle mode,0.8844102173168147
mistral_open,open,User Engagement,Access to podcasts,0.8077638010745916
mistral_open,open,User Engagement,Build photo collage,0.3958934461435001
mistral_open,open,User Engagement,Photo effects,0.6564852029907713
mistral_open,open,User Engagement,Rate movies,0.7579087925094902
mistral_open,open,User Engagement,Keeping up with friends,0.9141748655499893
mistral_open,open,User Engagement,Play games,0.827127322945332
mistral_open,open,User Engagement,Collaborate with others,0.6737046183261758
mistral_open,open,User Engagement,Write notes,0.7911242172624532
mistral_open,open,User Engagement,Search for offer on item,0.8655725829272068
mistral_open,open,User Interface and Experience,Broadcast messages to multiple contacts,0.764682430702132
mistral_open,open,User Interface and Experience,Watch streams,0.8888979092188486
mistral_open,open,User Interface and Experience,Go Live,0.16791697061427402
mistral_open,open,User Interface and Experience,Play playlist on shuffle mode,0.8585068853996505
mistral_open,open,User Interface and Experience,Access to podcasts,0.8374427358880243
mistral_open,open,User Interface and Experience,Build photo collage,0.3729818828636165
mistral_open,open,User Interface and Experience,Photo effects,0.561083676172269
mistral_open,open,User Interface and Experience,Rate movies,0.8166122124159438
mistral_open,open,User Interface and Experience,Keeping up with friends,0.8504345143260863
mistral_open,open,User Interface and Experience,Play games,0.7199292211916881
mistral_open,open,User Interface and Experience,Collaborate with others,0.6193586262176113
mistral_open,open,User Interface and Experience,Write notes,0.7922060714910178
mistral_open,open,User Interface and Experience,Search for offer on item,0.8532446582415132
mistral_open,open,User Ratings,Broadcast messages to multiple contacts,0.7138032301328257
mistral_open,open,User Ratings,Watch streams,0.8733295839216709
mistral_open,open,User Ratings,Go Live,0.23234293156015867
mistral_open,open,User Ratings,Play playlist on shuffle mode,0.8337226020812623
mistral_open,open,User Ratings,Access to podcasts,0.8401172138852263
mistral_open,open,User Ratings,Build photo collage,0.3510952367110849
