model,criterion,feature,rbo
mistral_open,Cross-Platform Synchronization,Write notes,0.8669832501941529
mistral_open,Cross-Platform Synchronization,Search for offer on item,0.6716637003842373
mistral_open,Cross-Platform Synchronization,List items for sale,0.6845587835948992
mistral_open,Customer Support,Broadcast messages to multiple contacts,0.7315628220784195
mistral_open,Customer Support,Send files,0.8215813138298711
mistral_open,Customer Support,Watch streams,0.8232034257621853
mistral_open,Customer Support,Go Live,0.3
mistral_open,Customer Support,Play playlist on shuffle mode,0.8779457434154558
mistral_open,Customer Support,Access to podcasts,0.8136998205780379
mistral_open,Customer Support,Build photo collage,0.44340341857660276
mistral_open,Customer Support,Photo effects,0.3236455828668275
mistral_open,Customer Support,Rate movies,0.8085114642159095
mistral_open,Customer Support,Keeping up with friends,0.7408567278080183
mistral_open,Customer Support,Play games,0.8368014457229701
mistral_open,Customer Support,Collaborate with others,0.6981233263330003
mistral_open,Customer Support,Write notes,0.8606726099063614
mistral_open,Customer Support,Search for offer on item,0.6277049433192687
mistral_open,Customer Support,List items for sale,0.5710364939603978
mistral_open,Customization Options,Broadcast messages to multiple contacts,0.7051759161047114
mistral_open,Customization Options,Send files,0.9101817944339149
mistral_open,Customization Options,Go Live,0.44576258523273987
mistral_open,Customization Options,Play playlist on shuffle mode,0.8566441531554269
mistral_open,Customization Options,Access to podcasts,0.6094429396018147
mistral_open,Customization Options,Build photo collage,0.4570000449244835
mistral_open,Customization Options,Photo effects,0.35192199105854216
mistral_open,Customization Options,Rate movies,0.8343854360740278
mistral_open,Customization Options,Keeping up with friends,0.786808995274509
mistral_open,Customization Options,Play games,0.5234351020651135
mistral_open,Customization Options,Collaborate with others,0.6774393614093872
mistral_open,Customization Options,Write notes,0.7949877099340994
mistral_open,Customization Options,Search for offer on item,0.7127046604163103
mistral_open,Customization Options,List items for sale,0.6869026022566821
mistral_open,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.6743544875615989
mistral_open,Feature Breadth and Richness,Send files,0.8314646746261846
mistral_open,Feature Breadth and Richness,Watch streams,0.8848626502350404
mistral_open,Feature Breadth and Richness,Go Live,0.0
mistral_open,Feature Breadth and Richness,Play playlist on shuffle mode,0.8732911356858276
mistral_open,Feature Breadth and Richness,Access to podcasts,0.7249704565233924
mistral_open,Feature Breadth and Richness,Build photo collage,0.6407069247140232
mistral_open,Feature Breadth and Richness,Photo effects,0.5871860717577452
mistral_open,Feature Breadth and Richness,Rate movies,0.7921656070672746
mistral_open,Feature Breadth and Richness,Keeping up with friends,0.9154249737355972
mistral_open,Feature Breadth and Richness,Play games,0.8678230884903856
mistral_open,Feature Breadth and Richness,Collaborate with others,0.7118266940969872
mistral_open,Feature Breadth and Richness,Write notes,0.8543934062031165
mistral_open,Feature Breadth and Richness,Search for offer on item,0.7311784672051176
mistral_open,Feature Breadth and Richness,List items for sale,0.6185036567075335
mistral_open,Integration with Other Services,Broadcast messages to multiple contacts,0.7064900505144259
mistral_open,Integration with Other Services,Send files,0.8766753442009007
mistral_open,Integration with Other Services,Watch streams,0.8683867069693548
mistral_open,Integration with Other Services,Go Live,0.27590363228601017
mistral_open,Integration with Other Services,Play playlist on shuffle mode,0.8467950627968401
mistral_open,Integration with Other Services,Access to podcasts,0.8828351191224921
mistral_open,Integration with Other Services,Build photo collage,0.533333952786651
mistral_open,Integration with Other Services,Photo effects,0.6695076590466896
mistral_open,Integration with Other Services,Access to movies,0.9040898143119518
mistral_open,Integration with Other Services,Keeping up with friends,0.7544543161253762
mistral_open,Integration with Other Services,Play games,0.8448820592403687
mistral_open,Integration with Other Services,Collaborate with others,0.7327864113416883
mistral_open,Integration with Other Services,Write notes,0.7923442689922784
mistral_open,Integration with Other Services,Search for offer on item,0.618231713536929
mistral_open,Integration with Other Services,List items for sale,0.791946666628066
mistral_open,Performance and Stability,Broadcast messages to multiple contacts,0.6792544650197652
mistral_open,Performance and Stability,Send files,0.8471159103018652
mistral_open,Performance and Stability,Watch streams,0.8960331758974764
mistral_open,Performance and Stability,Go Live,0.1294589943014373
mistral_open,Performance and Stability,Play playlist on shuffle mode,0.9208621581180576
mistral_open,Performance and Stability,Access to podcasts,0.8557189236527656
mistral_open,Performance and Stability,Build photo collage,0.2824438097086601
mistral_open,Performance and Stability,Photo effects,0.35169384914297697
mistral_open,Performance and Stability,Access to movies,0.8913713036383694
mistral_open,Performance and Stability,Rate movies,0.8070894089219552
mistral_open,Performance and Stability,Keeping up with friends,0.9249002147345369
mistral_open,Performance and Stability,Play games,0.49523467288236295
mistral_open,Performance and Stability,Collaborate with others,0.7494855840952586
mistral_open,Performance and Stability,Write notes,0.8687922665055656
mistral_open,Performance and Stability,Search for offer on item,0.8556122557939649
mistral_open,Performance and Stability,List items for sale,0.801030764313928
mistral_open,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.8497519641865748
mistral_open,Platform and Device Compatibility,Send files,0.7852483401126583
mistral_open,Platform and Device Compatibility,Watch streams,0.9032213580534493
mistral_open,Platform and Device Compatibility,Go Live,0.13227193844177165
mistral_open,Platform and Device Compatibility,Play playlist on shuffle mode,0.8684812946179525
mistral_open,Platform and Device Compatibility,Access to podcasts,0.8881506427421556
mistral_open,Platform and Device Compatibility,Build photo collage,0.3936903880162698
mistral_open,Platform and Device Compatibility,Photo effects,0.31383542566988465
mistral_open,Platform and Device Compatibility,Rate movies,0.7705406953307722
mistral_open,Platform and Device Compatibility,Keeping up with friends,0.8917517218673364
mistral_open,Platform and Device Compatibility,Play games,0.8795302881027919
mistral_open,Platform and Device Compatibility,Collaborate with others,0.8501488173353623
mistral_open,Platform and Device Compatibility,Write notes,0.8722048238668496
mistral_open,Platform and Device Compatibility,Search for offer on item,0.615965672785474
mistral_open,Platform and Device Compatibility,List items for sale,0.8357874720891267
mistral_open,Popularity and Market Reach,Broadcast messages to multiple contacts,0.7768348848702198
mistral_open,Popularity and Market Reach,Send files,0.7109944784238807
mistral_open,Popularity and Market Reach,Watch streams,0.890510297744477
mistral_open,Popularity and Market Reach,Go Live,0.15679541247646908
mistral_open,Popularity and Market Reach,Play playlist on shuffle mode,0.9014807928388476
mistral_open,Popularity and Market Reach,Access to podcasts,0.8617458418547358
mistral_open,Popularity and Market Reach,Build photo collage,0.7746781819870356
mistral_open,Popularity and Market Reach,Photo effects,0.7463133634843138
mistral_open,Popularity and Market Reach,Rate movies,0.9019047227382991
mistral_open,Popularity and Market Reach,Keeping up with friends,0.9385153549614202
mistral_open,Popularity and Market Reach,Collaborate with others,0.6325857023805708
mistral_open,Popularity and Market Reach,Write notes,0.9116115116243172
mistral_open,Popularity and Market Reach,Search for offer on item,0.7038726081716419
mistral_open,Popularity and Market Reach,List items for sale,0.66186197492588
mistral_open,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.7598167683339112
mistral_open,Regional and Geographical Availability,Send files,0.868254913558583
mistral_open,Regional and Geographical Availability,Go Live,0.4117834634669964
mistral_open,Regional and Geographical Availability,Play playlist on shuffle mode,0.854384751624447
mistral_open,Regional and Geographical Availability,Access to podcasts,0.862598393155339
mistral_open,Regional and Geographical Availability,Build photo collage,0.5184054150048873
mistral_open,Regional and Geographical Availability,Photo effects,0.7026360473841772
mistral_open,Regional and Geographical Availability,Access to movies,0.8751698774721203
mistral_open,Regional and Geographical Availability,Rate movies,0.7617302629882282
mistral_open,Regional and Geographical Availability,Keeping up with friends,0.8837220528311844
mistral_open,Regional and Geographical Availability,Play games,0.0
mistral_open,Regional and Geographical Availability,Collaborate with others,0.7197156451905203
mistral_open,Regional and Geographical Availability,Write notes,0.7276611606152743
mistral_open,Regional and Geographical Availability,Search for offer on item,0.5980981447425354
mistral_open,Regional and Geographical Availability,List items for sale,0.6607497345556065
mistral_open,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.6934511448649279
mistral_open,Regular Updates and Maintenance,Send files,0.6611944859993565
mistral_open,Regular Updates and Maintenance,Watch streams,0.8584643635408525
mistral_open,Regular Updates and Maintenance,Go Live,0.1326663378270063
mistral_open,Regular Updates and Maintenance,Play playlist on shuffle mode,0.8878534415097962
mistral_open,Regular Updates and Maintenance,Access to podcasts,0.6935919746773325
mistral_open,Regular Updates and Maintenance,Build photo collage,0.5983271992824066
mistral_open,Regular Updates and Maintenance,Photo effects,0.5930445055511857
mistral_open,Regular Updates and Maintenance,Keeping up with friends,0.838268957132737
mistral_open,Regular Updates and Maintenance,Play games,0.8625516027341608
mistral_open,Regular Updates and Maintenance,Collaborate with others,0.6320795840895809
mistral_open,Regular Updates and Maintenance,Write notes,0.9204653902911594
mistral_open,Regular Updates and Maintenance,Search for offer on item,0.5707527079088087
mistral_open,Regular Updates and Maintenance,List items for sale,0.7637600892240993
mistral_open,Security and Privacy,Broadcast messages to multiple contacts,0.8317659418857927
mistral_open,Security and Privacy,Send files,0.5079444909690238
mistral_open,Security and Privacy,Watch streams,0.8446812779271307
mistral_open,Security and Privacy,Go Live,0.09824522209563231
mistral_open,Security and Privacy,Play playlist on shuffle mode,0.8258393901134428
mistral_open,Security and Privacy,Access to podcasts,0.5330108303493858
mistral_open,Security and Privacy,Build photo collage,0.489261364450266
mistral_open,Security and Privacy,Photo effects,0.3204713521037356
mistral_open,Security and Privacy,Rate movies,0.7878682468680647
mistral_open,Security and Privacy,Keeping up with friends,0.6497682950746327
mistral_open,Security and Privacy,Play games,0.4949576620593715
mistral_open,Security and Privacy,Collaborate with others,0.7406403306798415
mistral_open,Security and Privacy,Write notes,0.8461708935219999
mistral_open,Security and Privacy,Search for offer on item,0.26921012718147014
mistral_open,Security and Privacy,List items for sale,0.8499332013875948
mistral_open,User Engagement,Broadcast messages to multiple contacts,0.825981466355894
mistral_open,User Engagement,Send files,0.753566091007774
mistral_open,User Engagement,Watch streams,0.8901798033196044
mistral_open,User Engagement,Go Live,0.36738321982033934
mistral_open,User Engagement,Play playlist on shuffle mode,0.9197090825200028
mistral_open,User Engagement,Access to podcasts,0.7931678618178045
mistral_open,User Engagement,Build photo collage,0.49119018756832294
mistral_open,User Engagement,Photo effects,0.687909905406548
mistral_open,User Engagement,Access to movies,0.9138464829322294
mistral_open,User Engagement,Rate movies,0.7185671610227166
mistral_open,User Engagement,Keeping up with friends,0.9636397331006835
mistral_open,User Engagement,Play games,0.8365591802820077
mistral_open,User Engagement,Collaborate with others,0.6886278384061716
mistral_open,User Engagement,Write notes,0.7679964513407697
mistral_open,User Engagement,Search for offer on item,0.8398256915137161
mistral_open,User Engagement,List items for sale,0.6486657864370425
mistral_open,User Interface and Experience,Broadcast messages to multiple contacts,0.7481114719564245
mistral_open,User Interface and Experience,Send files,0.7804380621723377
mistral_open,User Interface and Experience,Watch streams,0.9234163760437893
mistral_open,User Interface and Experience,Go Live,0.1594554840944525
mistral_open,User Interface and Experience,Play playlist on shuffle mode,0.8618195544743779
mistral_open,User Interface and Experience,Access to podcasts,0.7996995534188417
mistral_open,User Interface and Experience,Build photo collage,0.4459098060176414
mistral_open,User Interface and Experience,Photo effects,0.5165765361147296
mistral_open,User Interface and Experience,Rate movies,0.8538195542161215
