model,feature,llm_criteria,best_match,similarity_score,standard_criteria_id
anthropic,List items for sale,"Commission Rate: Percentage fee charged by the platform on successful sales, affecting seller profitability","Cost: The app's pricing model, including whether it's free, subscription-based, or has in-app purchases.",0.40430188,RC_01
anthropic,List items for sale,"Listing Ease: Simplicity and speed of creating product listings, measured by required steps and time",Ease of Use: How user-friendly and intuitive the app interface is.,0.43404928,RC_04
anthropic,List items for sale,"Category Coverage: Number of product categories supported for selling, indicating platform versatility",In-App Purchases: The availability and variety of in-app purchases.,0.4432011,RC_07
anthropic,List items for sale,"Payment Security: Level of buyer and seller protection through escrow services, dispute resolution, and fraud prevention",Security and Privacy: The level of encryption and privacy features offered to protect user data and communications.,0.33078688,RC_12
anthropic,List items for sale,"User Base Size: Total number of active monthly users on the platform, indicating market reach and potential buyer pool","Monthly Active Users: Total number of active users per month, indicating platform reach and audience size",0.8105902,RC_09
anthropic,List items for sale,"Listing Success Rate: Percentage of listed items that successfully sell within 30 days, indicating platform effectiveness","User Ratings: Average rating given by users on app stores, reflecting user satisfaction.",0.37281787,RC_16
anthropic,List items for sale,"Commission Rate: Percentage of sale price taken by the platform as fees, affecting seller profitability","Cost: The app's pricing model, including whether it's free, subscription-based, or has in-app purchases.",0.40438202,RC_01
anthropic,List items for sale,"Category Coverage: Number of distinct product categories supported for listing, indicating versatility",Feature Set: Range and quality of features offered by the app.,0.3600143,RC_05
anthropic,List items for sale,"Safety Features Score: Composite score based on buyer protection, secure payments, identity verification, and dispute resolution capabilities",Security and Privacy: The level of encryption and privacy features offered to protect user data and communications.,0.36048117,RC_12
anthropic,List items for sale,"Active User Base Size: Number of monthly active users on the platform, indicating market reach and potential buyer pool","Monthly Active Users: Total number of active users per month, indicating platform reach and audience size",0.82459825,RC_09
anthropic,List items for sale,"Selling Fee Structure: Percentage of sale price or flat fees charged to sellers, affecting profitability","Cost: The app's pricing model, including whether it's free, subscription-based, or has in-app purchases.",0.35686088,RC_01
anthropic,List items for sale,"Category Specialization: Breadth and depth of supported item categories, from general marketplace to niche specialization",In-App Purchases: The availability and variety of in-app purchases.,0.36863512,RC_07
anthropic,List items for sale,"Listing Ease and Tools: Quality of photo editing tools, description templates, pricing suggestions, and overall listing process simplicity",Ease of Use: How user-friendly and intuitive the app interface is.,0.4266399,RC_04
anthropic,List items for sale,"Trust and Safety Features: Authentication services, buyer protection, seller verification, dispute resolution mechanisms",Security and Privacy: The level of encryption and privacy features offered to protect user data and communications.,0.4433231,RC_12
anthropic,List items for sale,"User Base Size: Total number of active monthly users on the platform, indicating market reach and potential buyer pool","Monthly Active Users: Total number of active users per month, indicating platform reach and audience size",0.8105902,RC_09
